Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
Chewie,Mixed Breed,POINT (-71.1028 42.3665),42.36650,-71.10280,Cambridgeport
Gus,Goldendoodle,POINT (-71.1403 42.3802),42.38020,-71.14030,West Cambridge
Lilly,Labrador Retriever Mix,POINT (-71.1442 42.3934),42.39340,-71.14420,North Cambridge
Rufus,Mixed Breed,POINT (-71.1062 42.3746),42.37460,-71.10620,Mid-Cambridge
Tonks,English Springer Spaniel,POINT (-71.1265 42.3898),42.38980,-71.12650,Neighborhood Nine
Hazel,American Staford Terr.,POINT (-71.1102 42.3682),42.36820,-71.11020,Riverside
Beetle,Labradoodle,POINT (-71.1299 42.3847),42.38470,-71.12990,Neighborhood Nine
Jackie,Mixed Breed,POINT (-71.1392 42.3875),42.38750,-71.13920,Neighborhood Nine
Sweetea,Mixed Breed,POINT (-71.1328 42.3915),42.39150,-71.13280,Neighborhood Nine
Betty,Mixed Breed,POINT (-71.137 42.3846),42.38460,-71.13700,Neighborhood Nine
SEBASTIAN,LHASA APSO,POINT (-71.1115 42.3544),42.35440,-71.11150,Cambridgeport
Bucket,Mixed Breed,POINT (-71.0842 42.3685),42.36850,-71.08420,East Cambridge
Lewis,Labradoodle,POINT (-71.1013 42.3641),42.36410,-71.10130,The Port
Betty,Bichon Frise,POINT (-71.1126 42.3612),42.36120,-71.11260,Cambridgeport
Jessie-Mae Scannell,Mixed Breed,POINT (-71.1455 42.3818),42.38180,-71.14550,West Cambridge
Dipper,YORKSHIRE TERRIER,POINT (-71.136 42.3949),42.39490,-71.13600,North Cambridge
Lucy,Mixed Breed,POINT (-71.1051 42.3641),42.36410,-71.10510,Cambridgeport
Waffles,Golden Retriever,POINT (-71.1052 42.3658),42.36580,-71.10520,Mid-Cambridge
Preston,Poodle,POINT (-71.0883 42.3613),42.36130,-71.08830,Area 2/MIT
Mocha,Mixed Breed,POINT (-71.0911 42.3726),42.37260,-71.09110,Wellington-Harrington
Koda,Siberian Husky,POINT (-71.082 42.3709),42.37090,-71.08200,East Cambridge
Pretzel,Mixed Breed,POINT (-71.1182 42.3788),42.37880,-71.11820,Baldwin
BACI,LABRADOR RETREIVER,POINT (-71.1073 42.3698),42.36980,-71.10730,Mid-Cambridge
Nicholas,Fiest Mix,POINT (-71.1056 42.3727),42.37270,-71.10560,Mid-Cambridge
Jack,Goldendoodle,POINT (-71.1237 42.3857),42.38570,-71.12370,Neighborhood Nine
Lexi,Golden Retriever,POINT (-71.138 42.3861),42.38610,-71.13800,West Cambridge
Archie,Mixed Breed,POINT (-71.0935 42.3719),42.37190,-71.09350,Wellington-Harrington
Slurpy,Tibetian Terrier,POINT (-71.1056 42.3683),42.36830,-71.10560,Mid-Cambridge
Teddy,Mixed Breed,POINT (-71.125 42.3754),42.37540,-71.12500,West Cambridge
ZOE,Whippet,POINT (-71.1055 42.3596),42.35960,-71.10550,Cambridgeport
"Moses",Labradoodle,POINT (-71.1139 42.3726),42.37260,-71.11390,Mid-Cambridge
Oliver,Mixed Breed,POINT (-71.1055 42.3714),42.37140,-71.10550,Mid-Cambridge
Dobby,Jack Russell Terrier,POINT (-71.1209 42.3906),42.39060,-71.12090,North Cambridge
Biscuit Grape-Juice,Treeing Walker Coonhound,POINT (-71.116 42.3814),42.38140,-71.11600,Baldwin
"Jasper John",Australian Shepherd,POINT (-71.1146 42.3842),42.38420,-71.11460,Baldwin
Bree,Mix Beagle,POINT (-71.1268 42.3731),42.37310,-71.12680,West Cambridge
Siren,Cavalier King Charles Spaniel,POINT (-71.1265 42.3927),42.39270,-71.12650,North Cambridge
PUCK,Golden Doodle,POINT (-71.1529 42.3736),42.37360,-71.15290,Strawberry Hill
Moose,Mixed Breed,POINT (-71.0912 42.3713),42.37130,-71.09120,Wellington-Harrington
Scout,Treeing Walker Coonhound,POINT (-71.1017 42.3703),42.37030,-71.10170,Mid-Cambridge
Bowie,Golden Retriever,POINT (-71.1348 42.3829),42.38290,-71.13480,West Cambridge
MOLLY,German Shepherd X,POINT (-71.1488 42.3774),42.37740,-71.14880,West Cambridge
Jasper,Mixed Breed,POINT (-71.0918 42.3658),42.36580,-71.09180,The Port
Gemma,Mixed Breed,POINT (-71.1289 42.3969),42.39690,-71.12890,North Cambridge
Tate,Mixed Breed,POINT (-71.0935 42.3682),42.36820,-71.09350,Wellington-Harrington
Leo,Sato,POINT (-71.129 42.3957),42.39570,-71.12900,North Cambridge
Coco,Labrador Retriever,POINT (-71.1351 42.383),42.38300,-71.13510,Neighborhood Nine
Cooper,Mixed Breed,POINT (-71.1263 42.3939),42.39390,-71.12630,North Cambridge
Lulu,Pomeranian,POINT (-71.1521 42.3785),42.37850,-71.15210,Strawberry Hill
HAPI,Labrador Retriever X,POINT (-71.1013 42.3693),42.36930,-71.10130,Mid-Cambridge
Tamalii Green,Miniature Pinscher,POINT (-71.1113 42.3575),42.35750,-71.11130,Cambridgeport
Rosie,Goldendoodle,POINT (-71.1415 42.3804),42.38040,-71.14150,West Cambridge
Max,Poodle,POINT (-71.1022 42.3666),42.36660,-71.10220,Mid-Cambridge
SALTY,BORDER COLLIE / MIX,POINT (-71.1439 42.3795),42.37950,-71.14390,West Cambridge
Emmy,Duck Tolling Retriever,POINT (-71.1554 42.3924),42.39240,-71.15540,Cambridge Highlands
Danger,American Pit Bull Terrier,POINT (-71.0996 42.3652),42.36520,-71.09960,The Port
Maizie,Mixed Breed,POINT (-71.0982 42.3727),42.37270,-71.09820,The Port
GRACIE,Sheltie X,POINT (-71.1292 42.3863),42.38630,-71.12920,Neighborhood Nine
Harry,Dachshund,POINT (-71.1319 42.3799),42.37990,-71.13190,West Cambridge
Winona Turco Borden,Vizsla,POINT (-71.1221 42.3712),42.37120,-71.12210,West Cambridge
Mapu,German shepherd,POINT (-71.0843 42.3661),42.36610,-71.08430,East Cambridge
BEATRICE,Golden Retriever,POINT (-71.1315 42.384),42.38400,-71.13150,Neighborhood Nine
Rogue,Border Collie,POINT (-71.1083 42.3566),42.35660,-71.10830,Cambridgeport
Aeronaut Rosebud,Mixed Breed,POINT (-71.1417 42.3952),42.39520,-71.14170,North Cambridge
Merry,Pembroke Welsh Corgi,POINT (-71.1164 42.3833),42.38330,-71.11640,Baldwin
Jo-Jo,Yorkshire Terrier,POINT (-71.0729 42.3699),42.36990,-71.07290,East Cambridge
Louie,Labrador Retriever,POINT (-71.1217 42.3892),42.38920,-71.12170,North Cambridge
Mochi,Labrador Retriever,POINT (-71.1094 42.3602),42.36020,-71.10940,Cambridgeport
Shah,Siberian Husky,POINT (-71.1101 42.3621),42.36210,-71.11010,Cambridgeport
Bernie,Mixed Breed,POINT (-71.1099 42.3595),42.35950,-71.10990,Cambridgeport
Ishka Johnston,Siberian Husky,POINT (-71.1283 42.3927),42.39270,-71.12830,North Cambridge
Taco,Chihuahua,POINT (-71.1143 42.3593),42.35930,-71.11430,Cambridgeport
Ember,Bernedoodle,POINT (-71.1558 42.3958),42.39580,-71.15580,Cambridge Highlands
Jackson,Mixed Breed,POINT (-71.1576 42.3958),42.39580,-71.15760,Cambridge Highlands
Olive,TERRIER X,POINT (-71.1106 42.3696),42.36960,-71.11060,Riverside
Brady,Mixed Breed,POINT (-71.1256 42.386),42.38600,-71.12560,Neighborhood Nine
Milo,Mixed Breed,POINT (-71.089 42.3721),42.37210,-71.08900,Wellington-Harrington
Lucy,Labradoodle,POINT (-71.1195 42.3716),42.37160,-71.11950,West Cambridge
Rosie,Golden Retriever,POINT (-71.1433 42.3838),42.38380,-71.14330,West Cambridge
Twizzly,Chow Chow,POINT (-71.1252 42.3771),42.37710,-71.12520,West Cambridge
Oona,Whippet,POINT (-71.1222 42.3831),42.38310,-71.12220,Neighborhood Nine
Olive,Mixed Breed,POINT (-71.1313 42.3881),42.38810,-71.13130,Neighborhood Nine
Julie,Labrador Retriever,POINT (-71.1159 42.3661),42.36610,-71.11590,Riverside
Covey,Mixed Breed,POINT (-71.1354 42.3801),42.38010,-71.13540,West Cambridge
Cooper,Labrador Retriever,POINT (-71.0748 42.3686),42.36860,-71.07480,East Cambridge
Marlie,Labradoodle,POINT (-71.1041 42.3615),42.36150,-71.10410,Cambridgeport
Tank,Boston Terrier,POINT (-71.1015 42.3721),42.37210,-71.10150,Mid-Cambridge
CHIP,MINIATURE  POODLE,POINT (-71.1309 42.3765),42.37650,-71.13090,West Cambridge
Rooney,Mixed Breed,POINT (-71.1354 42.3783),42.37830,-71.13540,West Cambridge
Morey,Labrabor Retriever,POINT (-71.1206 42.3851),42.38510,-71.12060,Neighborhood Nine
Charlotte,Mixed Breed,POINT (-71.1116 42.3774),42.37740,-71.11160,Mid-Cambridge
Obi,Cocker Spaniel,POINT (-71.1065 42.3779),42.37790,-71.10650,Mid-Cambridge
Ruby,Duck Tolling Retriever,POINT (-71.1565 42.3901),42.39010,-71.15650,Cambridge Highlands
Flash,Labrador Retriever,POINT (-71.0847 42.3626),42.36260,-71.08470,East Cambridge
Claudette,Mixed Breed,POINT (-71.1202 42.3856),42.38560,-71.12020,Baldwin
Eevee,Pembroke Welsh Corgi,POINT (-71.144 42.3917),42.39170,-71.14400,North Cambridge
Nala,Cockapoo,POINT (-71.0959 42.3718),42.37180,-71.09590,Wellington-Harrington
Puck,Siberian Husky,POINT (-71.1077 42.3696),42.36960,-71.10770,Mid-Cambridge
Tilda,Chihuahua Mix,POINT (-71.1324 42.3736),42.37360,-71.13240,West Cambridge
Zorro,Chihuahua,POINT (-71.0838 42.3665),42.36650,-71.08380,East Cambridge
LUCY,Labradoddle,POINT (-71.1077 42.3613),42.36130,-71.10770,Cambridgeport
Maggie,Mixed Breed,POINT (-71.1264 42.3779),42.37790,-71.12640,West Cambridge
Howard,Pug,POINT (-71.1029 42.3728),42.37280,-71.10290,Mid-Cambridge
FARGO,MIXED,POINT (-71.1253 42.3852),42.38520,-71.12530,Neighborhood Nine
Chance Peanut Butter,Mixed Breed,POINT (-71.1074 42.3663),42.36630,-71.10740,Mid-Cambridge
Bristol,Mixed Breed,POINT (-71.1308 42.3983),42.39830,-71.13080,North Cambridge
Jupiter,Mixed Breed,POINT (-71.1003 42.3727),42.37270,-71.10030,Wellington-Harrington
Rojo,Mixed Breed,POINT (-71.1278 42.3997),42.39970,-71.12780,North Cambridge
Finnegan,Terrier Mix,POINT (-71.1229 42.3883),42.38830,-71.12290,North Cambridge
Joanna,Shepherd  Mix,POINT (-71.1084 42.3712),42.37120,-71.10840,Mid-Cambridge
PICA,Chihuahua,POINT (-71.0829 42.3688),42.36880,-71.08290,East Cambridge
Tacko,Mixed Breed,POINT (-71.0889 42.3706),42.37060,-71.08890,Wellington-Harrington
Brodie,Poodle,POINT (-71.157 42.3964),42.39640,-71.15700,Cambridge Highlands
Finbar,Glen of Imaal Terrier,POINT (-71.1435 42.3785),42.37850,-71.14350,West Cambridge
HAPI,Mix,POINT (-71.1152 42.3795),42.37950,-71.11520,Baldwin
Pocky,Pembroke Welsh Corgi,POINT (-71.0765 42.374),42.37400,-71.07650,East Cambridge
Louie,Mixed Breed,POINT (-71.0895 42.373),42.37300,-71.08950,Wellington-Harrington
Cassie,Golden Retriever,POINT (-71.1118 42.3704),42.37040,-71.11180,Mid-Cambridge
TJ,Shetland Sheepdog,POINT (-71.1 42.3603),42.36030,-71.10000,Cambridgeport
Sandy,CAIRN TERRIER,POINT (-71.1296 42.3761),42.37610,-71.12960,West Cambridge
Bo,Cocker Spaniel,POINT (-71.1065 42.3729),42.37290,-71.10650,Mid-Cambridge
Marvin,Bulldog,POINT (-71.1144 42.3607),42.36070,-71.11440,Cambridgeport
Pepper,Australian Shepherd,POINT (-71.0842 42.3621),42.36210,-71.08420,East Cambridge
Auri,Mixed Breed,POINT (-71.1298 42.3923),42.39230,-71.12980,North Cambridge
Taco,Mixed Breed,POINT (-71.1046 42.3602),42.36020,-71.10460,Cambridgeport
Mocha,Border Collie,POINT (-71.0883 42.3652),42.36520,-71.08830,Area 2/MIT
Butter,Retriever Mix,POINT (-71.1058 42.37),42.37000,-71.10580,Mid-Cambridge
Hestia,Labradoodle,POINT (-71.1271 42.3951),42.39510,-71.12710,North Cambridge
LUKE,Brittany Spaniel,POINT (-71.1117 42.3646),42.36460,-71.11170,Riverside
Remy,Australian Cattle Dog,POINT (-71.092 42.367),42.36700,-71.09200,Wellington-Harrington
LILY,LABRADOR RETREIVER,POINT (-71.1424 42.3804),42.38040,-71.14240,West Cambridge
Willow,Jack Russell Terrier,POINT (-71.1267 42.373),42.37300,-71.12670,West Cambridge
Chapa,Labrador Retriever,POINT (-71.1115 42.37),42.37000,-71.11150,Mid-Cambridge
Apple,Labrador Retriever,POINT (-71.1186 42.381),42.38100,-71.11860,Neighborhood Nine
Moby,Poodle,POINT (-71.1329 42.3872),42.38720,-71.13290,Neighborhood Nine
CARLEY,Brittany Spaniel,POINT (-71.1328 42.3966),42.39660,-71.13280,North Cambridge
Cecil,Mixed Breed,POINT (-71.135 42.4002),42.40020,-71.13500,North Cambridge
Euphemia,Shiba Inu,POINT (-71.1433 42.3925),42.39250,-71.14330,North Cambridge
Jupiter,Poodle,POINT (-71.0983 42.3745),42.37450,-71.09830,Wellington-Harrington
Coco,LABRADOODLE,POINT (-71.1009 42.3604),42.36040,-71.10090,Cambridgeport
Patrick,Dachshund (Miniature),POINT (-71.1387 42.3759),42.37590,-71.13870,West Cambridge
Miller,Border Collie,POINT (-71.1066 42.3568),42.35680,-71.10660,Cambridgeport
Lola,Mixed Breed,POINT (-71.1216 42.384),42.38400,-71.12160,Neighborhood Nine
Calvin,Mixed Breed,POINT (-71.111 42.3646),42.36460,-71.11100,Riverside
Cooper,Labrador Retriever,POINT (-71.1218 42.3929),42.39290,-71.12180,North Cambridge
NINA,Spaniel Mix,POINT (-71.0979 42.3687),42.36870,-71.09790,The Port
Rio,Maltese,POINT (-71.098 42.3708),42.37080,-71.09800,Wellington-Harrington
Simon,Mixed Breed,POINT (-71.1155 42.3838),42.38380,-71.11550,Baldwin
Minnie,LABRADOR RETREIVER,POINT (-71.1293 42.3757),42.37570,-71.12930,West Cambridge
TEDDY,Terrier Mix,POINT (-71.1088 42.3616),42.36160,-71.10880,Cambridgeport
SAM,Miniature Dachshund,POINT (-71.1304 42.3958),42.39580,-71.13040,North Cambridge
Vicky,Shiba Inu,POINT (-71.1015 42.3639),42.36390,-71.10150,The Port
Cooper,Mixed Breed,POINT (-71.1141 42.371),42.37100,-71.11410,Mid-Cambridge
Owen,Dalmatian,POINT (-71.1173 42.3837),42.38370,-71.11730,Baldwin
Jillian,Poodle,POINT (-71.1096 42.3658),42.36580,-71.10960,Riverside
Baxter,Mixed Breed,POINT (-71.1467 42.3932),42.39320,-71.14670,North Cambridge
Canela,American Foxhound,POINT (-71.1073 42.3622),42.36220,-71.10730,Cambridgeport
Chloe,Mixed Breed,POINT (-71.0789 42.3743),42.37430,-71.07890,East Cambridge
Poppy Grace,Pug,POINT (-71.0944 42.3725),42.37250,-71.09440,Wellington-Harrington
Noah Blue,BLUE NOSE AMERICAN STAFFORDSHIRE TER,POINT (-71.1364 42.3847),42.38470,-71.13640,Neighborhood Nine
Mickey,Chinook,POINT (-71.1145 42.3793),42.37930,-71.11450,Baldwin
Coren,Mixed Breed,POINT (-71.0845 42.3675),42.36750,-71.08450,East Cambridge
RORY,Collie X,POINT (-71.1279 42.3876),42.38760,-71.12790,Neighborhood Nine
Phoebe Joy,Mixed Breed,POINT (-71.1077 42.3605),42.36050,-71.10770,Cambridgeport
Juliet,Mixed Breed,POINT (-71.1435 42.3823),42.38230,-71.14350,West Cambridge
WILLOUGHBY,Shih Tzu,POINT (-71.1026 42.3749),42.37490,-71.10260,Mid-Cambridge
Toby,Goldendoodle,POINT (-71.146 42.3947),42.39470,-71.14600,North Cambridge
Honey,Golden Retriever,POINT (-71.1234 42.378),42.37800,-71.12340,Neighborhood Nine
Gatsby,Mixed Breed,POINT (-71.1315 42.3872),42.38720,-71.13150,Neighborhood Nine
Mochi,Australian Kelpie,POINT (-71.0797 42.3715),42.37150,-71.07970,East Cambridge
Moose,Mixed Breed,POINT (-71.146 42.3764),42.37640,-71.14600,West Cambridge
Sengekontacket,Beagle,POINT (-71.12 42.3853),42.38530,-71.12000,Neighborhood Nine
Lady,Mixed Breed,POINT (-71.0862 42.3689),42.36890,-71.08620,East Cambridge
Juniper,Mixed Breed,POINT (-71.1281 42.3944),42.39440,-71.12810,North Cambridge
Cassius,Mixed Breed,POINT (-71.1081 42.3712),42.37120,-71.10810,Mid-Cambridge
Quintana (Quin),Golden Retriever,POINT (-71.1445 42.3906),42.39060,-71.14450,Cambridge Highlands
Darwin,Irish Setter,POINT (-71.0884 42.3746),42.37460,-71.08840,Wellington-Harrington
Bandit,Peeka-A-Poo,POINT (-71.1272 42.3951),42.39510,-71.12720,North Cambridge
Lilly,Black Mouth Cur,POINT (-71.1057 42.3589),42.35890,-71.10570,Cambridgeport
Scout,Mixed Breed,POINT (-71.1137 42.3749),42.37490,-71.11370,Mid-Cambridge
Mia,Mixed Breed,POINT (-71.1309 42.3903),42.39030,-71.13090,Neighborhood Nine
Felix,Mixed Breed,POINT (-71.12 42.3844),42.38440,-71.12000,Neighborhood Nine
Gnocchi,BELGIAN MALINOIS,POINT (-71.132 42.392),42.39200,-71.13200,North Cambridge
Dior,Staffordshire bull terrior,POINT (-71.0944 42.3652),42.36520,-71.09440,The Port
ROSCO,PAPILLON,POINT (-71.1204 42.3815),42.38150,-71.12040,Neighborhood Nine
Niccolo,Dachshund,POINT (-71.1431 42.3757),42.37570,-71.14310,West Cambridge
LOU LOU,Cockerpoo,POINT (-71.1299 42.3871),42.38710,-71.12990,Neighborhood Nine
Winnie,Mixed Breed,POINT (-71.1137 42.3698),42.36980,-71.11370,Riverside
Lola,Chihuahua Mix,POINT (-71.1244 42.3877),42.38770,-71.12440,Neighborhood Nine
Luna Wednesday Bancroft,Austrailian Labradoodle,POINT (-71.1294 42.3882),42.38820,-71.12940,Neighborhood Nine
Lyla,Mixed Breed,POINT (-71.1072 42.3695),42.36950,-71.10720,Mid-Cambridge
Reggie,Cavalier King Charles,POINT (-71.1369 42.3828),42.38280,-71.13690,West Cambridge
Pancake,Mixed Breed,POINT (-71.129 42.3953),42.39530,-71.12900,North Cambridge
Bloomer,Mixed Breed,POINT (-71.1281 42.3828),42.38280,-71.12810,West Cambridge
Remi,German Shorthaired Pointer,POINT (-71.094 42.3707),42.37070,-71.09400,Wellington-Harrington
Watson,Pug,POINT (-71.1546 42.3775),42.37750,-71.15460,Strawberry Hill
Jed,Mixed Breed,POINT (-71.1025 42.3733),42.37330,-71.10250,Mid-Cambridge
Ripley,Mixed Breed,POINT (-71.1085 42.3662),42.36620,-71.10850,Mid-Cambridge
Maya,Australian Shepherd,POINT (-71.1325 42.3964),42.39640,-71.13250,North Cambridge
Pepper,Hound  Mix,POINT (-71.1278 42.3979),42.39790,-71.12780,North Cambridge
Max,Nova Scotia Duck Tolling Retriever,POINT (-71.1083 42.3577),42.35770,-71.10830,Cambridgeport
Remy,Mixed Breed,POINT (-71.1073 42.3578),42.35780,-71.10730,Cambridgeport
Winnie,Saint Bernard,POINT (-71.1271 42.3796),42.37960,-71.12710,Neighborhood Nine
Rosie,West Highland White Terrier,POINT (-71.0844 42.3729),42.37290,-71.08440,East Cambridge
BRUTUS,Mixed Breed,POINT (-71.1089 42.3595),42.35950,-71.10890,Cambridgeport
"Queenie",Mixed Breed,POINT (-71.127 42.3787),42.37870,-71.12700,West Cambridge
Klio,Pembroke Welsh Corgi,POINT (-71.0935 42.3684),42.36840,-71.09350,Wellington-Harrington
Zoe,Mixed Breed,POINT (-71.104 42.3687),42.36870,-71.10400,Mid-Cambridge
Reese,Chihuahua  Mix,POINT (-71.1138 42.3845),42.38450,-71.11380,Baldwin
OLIVER,West Highland White Terrier,POINT (-71.1513 42.3797),42.37970,-71.15130,Strawberry Hill
Freya,Labrador Retriever,POINT (-71.1337 42.3831),42.38310,-71.13370,Neighborhood Nine
Arrow,Mixed Breed,POINT (-71.1154 42.3704),42.37040,-71.11540,Riverside
Arya,Doberman Pinscher,POINT (-71.1392 42.3906),42.39060,-71.13920,Neighborhood Nine
Dakota,Australian Shepherd,POINT (-71.1502 42.3985),42.39850,-71.15020,North Cambridge
AJAX,Pointer,POINT (-71.1226 42.3857),42.38570,-71.12260,Neighborhood Nine
ROSIE,Cavachon,POINT (-71.1083 42.3587),42.35870,-71.10830,Cambridgeport
Scout,Labrador Retriever,POINT (-71.1077 42.3701),42.37010,-71.10770,Mid-Cambridge
Silas,Mixed Breed,POINT (-71.1121 42.3638),42.36380,-71.11210,Cambridgeport
Shio,Mixed Breed,POINT (-71.1059 42.3654),42.36540,-71.10590,Riverside
Faolan,Mixed Breed,POINT (-71.1004 42.3618),42.36180,-71.10040,Cambridgeport
Smokey,Labradoodle,POINT (-71.1481 42.3756),42.37560,-71.14810,West Cambridge
Coco,Mixed Breed,POINT (-71.1471 42.3926),42.39260,-71.14710,Cambridge Highlands
Bella,Mixed Breed,POINT (-71.0807 42.3659),42.36590,-71.08070,East Cambridge
Clem,Cattle Dog Mix,POINT (-71.1115 42.36),42.36000,-71.11150,Cambridgeport
Lucy Taylor,Labradoodle,POINT (-71.1237 42.3723),42.37230,-71.12370,West Cambridge
Nola,Mixed Breed,POINT (-71.1053 42.3704),42.37040,-71.10530,Mid-Cambridge
Zorba,Mixed Breed,POINT (-71.1088 42.3682),42.36820,-71.10880,Riverside
Rusty,Mixed Breed,POINT (-71.1071 42.3751),42.37510,-71.10710,Mid-Cambridge
Chiquita,Chihuahua,POINT (-71.1468 42.3934),42.39340,-71.14680,North Cambridge
Tato,Goldendoodle,POINT (-71.152 42.4009),42.40090,-71.15200,North Cambridge
Luca,Mixed Breed,POINT (-71.1213 42.3849),42.38490,-71.12130,Neighborhood Nine
Delilah,Mixed Breed,POINT (-71.1036 42.3712),42.37120,-71.10360,Mid-Cambridge
Fiona,Pitbull Terrier,POINT (-71.1106 42.3566),42.35660,-71.11060,Cambridgeport
Logan,Bichon Frise,POINT (-71.1058 42.3729),42.37290,-71.10580,Mid-Cambridge
Gus,French Bulldog,POINT (-71.1302 42.3859),42.38590,-71.13020,Neighborhood Nine
Laura,Boston Terrier,POINT (-71.1232 42.3756),42.37560,-71.12320,Neighborhood Nine
OBIE,Labrador Retriever,POINT (-71.1228 42.3757),42.37570,-71.12280,West Cambridge
Chloe,Jack Russell Terrier,POINT (-71.1105 42.3682),42.36820,-71.11050,Mid-Cambridge
Mabel,Bernedoodle,POINT (-71.1445 42.3926),42.39260,-71.14450,Cambridge Highlands
Athena,Mixed Breed,POINT (-71.1207 42.3775),42.37750,-71.12070,Neighborhood Nine
ORSIN RILEY,Pug,POINT (-71.0927 42.3672),42.36720,-71.09270,The Port
Hanoi,Mixed Terrier,POINT (-71.1309 42.395),42.39500,-71.13090,North Cambridge
Toby,Mixed Breed,POINT (-71.0968 42.3688),42.36880,-71.09680,Wellington-Harrington
Theo,Mixed Breed,POINT (-71.0835 42.3658),42.36580,-71.08350,East Cambridge
Juniper,Irish Setter,POINT (-71.1411 42.3811),42.38110,-71.14110,West Cambridge
Zwiebel,Mixed Breed,POINT (-71.1118 42.3713),42.37130,-71.11180,Mid-Cambridge
Lewis,Poodle,POINT (-71.0838 42.3671),42.36710,-71.08380,East Cambridge
Ditto,Tibetan Terrier,POINT (-71.135 42.3821),42.38210,-71.13500,West Cambridge
DORA,Mix,POINT (-71.1338 42.3965),42.39650,-71.13380,North Cambridge
Koda,Mixed Breed,POINT (-71.1392 42.3824),42.38240,-71.13920,West Cambridge
BOOTS,Labrador Retriever X,POINT (-71.1132 42.3811),42.38110,-71.11320,Baldwin
Oso,Mixed Breed,POINT (-71.081 42.3648),42.36480,-71.08100,East Cambridge
Oona Wilson,Mixed Breed,POINT (-71.142 42.3787),42.37870,-71.14200,West Cambridge
Stella,Sheltie Mixed,POINT (-71.1129 42.3643),42.36430,-71.11290,Riverside
Koda,Labrador Retriever,POINT (-71.1141 42.3612),42.36120,-71.11410,Cambridgeport
Karl,Mixed Breed,POINT (-71.1234 42.387),42.38700,-71.12340,Neighborhood Nine
Oreo,Mixed Breed,POINT (-71.1168 42.3732),42.37320,-71.11680,Riverside
ROUX,Rhodesian Ridgeback,POINT (-71.1135 42.3601),42.36010,-71.11350,Cambridgeport
Simba,Malamute,POINT (-71.1239 42.3856),42.38560,-71.12390,Neighborhood Nine
Merlin,Australian Labradoodle,POINT (-71.1306 42.3961),42.39610,-71.13060,North Cambridge
Quincy,Beagle,POINT (-71.1318 42.3732),42.37320,-71.13180,West Cambridge
Hatch,Australian Shepherd,POINT (-71.0879 42.3705),42.37050,-71.08790,Wellington-Harrington
Mickey,Pembroke Welsh Corgi,POINT (-71.0822 42.3635),42.36350,-71.08220,East Cambridge
Willow,Poodle,POINT (-71.133 42.3848),42.38480,-71.13300,Neighborhood Nine
ROXANNE,Pointer,POINT (-71.1404 42.3856),42.38560,-71.14040,West Cambridge
MAGGIE,Cocker Spaniel,POINT (-71.0958 42.3706),42.37060,-71.09580,Wellington-Harrington
Truth,Goldendoodle,POINT (-71.1102 42.3734),42.37340,-71.11020,Mid-Cambridge
Pippa,Cavalier King Charles Spaniel,POINT (-71.1262 42.3928),42.39280,-71.12620,North Cambridge
Schnapps,Mixed Breed,POINT (-71.1332 42.3837),42.38370,-71.13320,Neighborhood Nine
Oliver (Oliie) Maxwell,Mixed Breed,POINT (-71.1037 42.3695),42.36950,-71.10370,Mid-Cambridge
